É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/05/16 06:05:29

,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq,ïƒéq
2026/5/9 23:00:00,11.7,8,1,0,1,8,1,,,1,1,0,1,8,1,1.5,8,ìÏìå,8,1,,0,1,82,8,1,11.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 00:00:00,11.0,8,1,0,1,8,1,,,1,1,0,1,8,1,1.2,8,ìÏìÏìå,8,1,,0,1,83,8,1,10.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 1:00:00,10.6,8,1,0,1,8,1,,,1,1,0,1,8,1,1.8,8,ìÏìÏìå,8,1,,0,1,82,8,1,10.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 2:00:00,9.9,8,1,0,1,8,1,,,1,1,0,1,8,1,1.5,8,ìÏìÏìå,8,1,,0,1,84,8,1,10.2,8,1,,1,1,,0,1,,1,1
2026/5/10 3:00:00,9.6,8,1,0,1,8,1,,,1,1,0,1,8,1,0.9,8,ìÏ,8,1,,0,1,80,8,1,9.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 4:00:00,9.0,8,1,0,1,8,1,,,1,1,0,1,8,1,1.4,8,ìÏìÏìå,8,1,,0,1,82,8,1,9.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 5:00:00,8.0,8,1,0,1,8,1,,,1,1,0,1,8,1,1.6,8,ìÏìå,8,1,,0,1,85,8,1,9.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 6:00:00,8.4,8,1,0,1,8,1,,,1,1,0.6,0,8,1,1.1,8,ìÏìÏìå,8,1,,0,1,79,8,1,8.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 7:00:00,11.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,0.9,8,ìÏìå,8,1,,0,1,59,8,1,8.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 8:00:00,15.1,8,1,0,1,8,1,,,1,1,1.0,0,8,1,0.8,8,ìÏ,8,1,,0,1,46,8,1,7.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 9:00:00,18.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,0.9,8,ñkñkìå,8,1,,0,1,32,8,1,6.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 10:00:00,20.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,2.1,8,ñkìå,8,1,,0,1,34,8,1,8.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 11:00:00,20.8,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.5,8,ñkñkìå,8,1,,0,1,33,8,1,8.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 12:00:00,22.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,2.9,8,ñkñkìå,8,1,,0,1,32,8,1,8.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 13:00:00,20.9,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.8,8,ñkìå,8,1,,0,1,35,8,1,8.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 14:00:00,21.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.9,8,ñkñkìå,8,1,,0,1,33,8,1,8.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 15:00:00,21.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.1,8,ñkìå,8,1,,0,1,26,8,1,6.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 16:00:00,21.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.4,8,ñkìå,8,1,,0,1,25,8,1,6.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 17:00:00,20.9,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.5,8,ñkñkìå,8,1,,0,1,27,8,1,6.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 18:00:00,20.1,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.1,8,ñkñkìå,8,1,,0,1,33,8,1,7.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 19:00:00,18.6,8,1,0,1,8,1,,,1,1,0.7,0,8,1,0.8,8,ìå,8,1,,0,1,40,8,1,8.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 20:00:00,17.3,8,1,0,1,8,1,,,1,1,0,1,8,1,2.1,8,ìÏìÏêº,8,1,,0,1,44,8,1,8.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 21:00:00,15.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.6,8,ìÏìÏìå,8,1,,0,1,52,8,1,9.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 22:00:00,14.5,8,1,0,1,8,1,,,1,1,0,1,8,1,1.1,8,ìÏìÏìå,8,1,,0,1,55,8,1,9.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/10 23:00:00,13.5,8,1,0,1,8,1,,,1,1,0,1,8,1,1.0,8,ìÏ,8,1,,0,1,63,8,1,9.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 00:00:00,14.0,8,1,0,1,8,1,,,1,1,0,1,8,1,2.2,8,ìÏìå,8,1,,0,1,58,8,1,9.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 1:00:00,14.5,8,1,0,1,8,1,,,1,1,0,1,8,1,2.5,8,ìÏ,8,1,,0,1,54,8,1,8.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 2:00:00,15.3,8,1,0,1,8,1,,,1,1,0,1,8,1,4.4,8,ìÏ,8,1,,0,1,48,8,1,8.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 3:00:00,13.5,8,1,0,1,8,1,,,1,1,0,1,8,1,0.6,8,ìÏêº,8,1,,0,1,61,8,1,9.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 4:00:00,12.5,8,1,0,1,8,1,,,1,1,0,1,8,1,1.7,8,ìÏìÏìå,8,1,,0,1,64,8,1,9.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 5:00:00,13.2,8,1,0,1,8,1,,,1,1,0,1,8,1,1.3,8,ìÏìÏêº,8,1,,0,1,59,8,1,9.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 6:00:00,13.0,8,1,0,1,8,1,,,1,1,0.5,0,8,1,0.2,8,ê√â∏,8,1,,0,1,65,8,1,9.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 7:00:00,17.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,0.4,8,êºñkêº,8,1,,0,1,57,8,1,11.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 8:00:00,20.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,2.4,8,ìÏìÏêº,8,1,,0,1,47,8,1,11.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 9:00:00,22.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,1.6,8,ìÏ,8,1,,0,1,44,8,1,12.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 10:00:00,24.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,2.5,8,êº,8,1,,0,1,38,8,1,11.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 11:00:00,25.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.6,8,ñkñkêº,8,1,,0,1,36,8,1,11.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 12:00:00,23.2,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.3,8,ñkìå,8,1,,0,1,50,8,1,14.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 13:00:00,24.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.8,8,ñkñkìå,8,1,,0,1,40,8,1,12.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 14:00:00,24.7,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.7,8,ñk,8,1,,0,1,39,8,1,12.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 15:00:00,24.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.4,8,ñkñkìå,8,1,,0,1,35,8,1,10.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 16:00:00,23.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.6,8,ñk,8,1,,0,1,45,8,1,13.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 17:00:00,22.5,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.8,8,ñkñkêº,8,1,,0,1,47,8,1,12.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 18:00:00,20.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.0,8,ìåñkìå,8,1,,0,1,55,8,1,13.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 19:00:00,19.8,8,1,0,1,8,1,,,1,1,0.6,0,8,1,2.5,8,ìåñkìå,8,1,,0,1,55,8,1,12.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 20:00:00,19.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.3,8,ñkìå,8,1,,0,1,57,8,1,12.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 21:00:00,17.4,8,1,0,1,8,1,,,1,1,0,1,8,1,2.3,8,ìÏìå,8,1,,0,1,67,8,1,13.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 22:00:00,16.2,8,1,0,1,8,1,,,1,1,0,1,8,1,0.9,8,ìÏìÏìå,8,1,,0,1,73,8,1,13.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/11 23:00:00,15.4,8,1,0,1,8,1,,,1,1,0,1,8,1,2.0,8,ìÏìå,8,1,,0,1,74,8,1,12.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 00:00:00,14.8,8,1,0,1,8,1,,,1,1,0,1,8,1,1.2,8,ìÏìå,8,1,,0,1,76,8,1,12.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 1:00:00,14.3,8,1,0,1,8,1,,,1,1,0,1,8,1,0.9,8,ìÏ,8,1,,0,1,78,8,1,12.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 2:00:00,13.9,8,1,0,1,8,1,,,1,1,0,1,8,1,1.7,8,ìÏìå,8,1,,0,1,80,8,1,12.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 3:00:00,14.2,8,1,0,1,8,1,,,1,1,0,1,8,1,1.1,8,ìÏ,8,1,,0,1,78,8,1,12.6,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 4:00:00,13.5,8,1,0,1,8,1,,,1,1,0,1,8,1,0.8,8,ìÏ,8,1,,0,1,82,8,1,12.7,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 5:00:00,13.3,8,1,0,1,8,1,,,1,1,0,1,8,1,0.6,8,ìÏêº,8,1,,0,1,82,8,1,12.5,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 6:00:00,14.2,8,1,0,1,8,1,,,1,1,0.4,0,8,1,0.4,8,ìÏ,8,1,,0,1,82,8,1,13.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 7:00:00,17.0,8,1,0,1,8,1,,,1,1,0.8,0,8,1,1.2,8,êºìÏêº,8,1,,0,1,72,8,1,14.0,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 8:00:00,18.5,8,1,0,1,8,1,,,1,1,0.5,0,8,1,1.5,8,êº,8,1,,0,1,66,8,1,14.1,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 9:00:00,21.2,8,1,0,1,8,1,,,1,1,0.7,0,8,1,0.9,8,êº,8,1,,0,1,53,8,1,13.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 10:00:00,23.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,1.7,8,êºñkêº,8,1,,0,1,47,8,1,13.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 11:00:00,23.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.6,8,ñkìå,8,1,,0,1,46,8,1,12.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 12:00:00,23.8,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.5,8,ñkìå,8,1,,0,1,43,8,1,12.7,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 13:00:00,23.9,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.3,8,ñkñkìå,8,1,,0,1,49,8,1,14.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 14:00:00,22.8,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.2,8,ñkñkìå,8,1,,0,1,55,8,1,15.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 15:00:00,21.6,8,1,0,1,8,1,,,1,1,0.7,0,8,1,5.0,8,ñkìå,8,1,,0,1,55,8,1,14.2,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 16:00:00,21.7,8,1,0,1,8,1,,,1,1,0.4,0,8,1,3.9,8,ñkìå,8,1,,0,1,52,8,1,13.5,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 17:00:00,22.3,8,1,0,1,8,1,,,1,1,0.5,0,8,1,3.5,8,ñkìå,8,1,,0,1,48,8,1,12.9,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 18:00:00,21.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.4,8,ìåñkìå,8,1,,0,1,49,8,1,12.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 19:00:00,20.7,8,1,0,1,8,1,,,1,1,0.2,0,8,1,3.0,8,ñkìå,8,1,,0,1,50,8,1,12.2,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 20:00:00,20.0,8,1,0,1,8,1,,,1,1,0,1,8,1,2.9,8,ñkìå,8,1,,0,1,54,8,1,12.6,8,1,4,8,1,,0,1,20.0,8,1
2026/5/12 21:00:00,17.9,8,1,0,1,8,1,,,1,1,0,1,8,1,1.8,8,ìåìÏìå,8,1,,0,1,65,8,1,13.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 22:00:00,17.1,8,1,0,1,8,1,,,1,1,0,1,8,1,1.0,8,ìÏìå,8,1,,0,1,68,8,1,13.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/12 23:00:00,16.5,8,1,0,1,8,1,,,1,1,0,1,8,1,0.8,8,ìÏìå,8,1,,0,1,70,8,1,13.1,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 00:00:00,16.2,8,1,0,1,8,1,,,1,1,0,1,8,1,1.1,8,ìÏìÏìå,8,1,,0,1,72,8,1,13.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 1:00:00,15.4,8,1,0,1,8,1,,,1,1,0,1,8,1,1.2,8,ìÏìÏìå,8,1,,0,1,76,8,1,13.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 2:00:00,15.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.1,8,ìÏìÏìå,8,1,,0,1,78,8,1,13.6,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 3:00:00,15.0,8,1,0,1,8,1,,,1,1,0,1,8,1,0.7,8,ìåìÏìå,8,1,,0,1,80,8,1,13.6,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 4:00:00,14.8,8,1,0,1,8,1,,,1,1,0,1,8,1,0.9,8,ìÏìå,8,1,,0,1,81,8,1,13.6,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 5:00:00,14.8,8,1,0,1,8,1,,,1,1,0,1,8,1,0.8,8,ìÏìå,8,1,,0,1,82,8,1,13.8,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 6:00:00,15.3,8,1,0,1,8,1,,,1,1,0.0,0,8,1,1.5,8,ìÏìÏìå,8,1,,0,1,82,8,1,14.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 7:00:00,17.5,8,1,0,1,8,1,,,1,1,0.4,0,8,1,0.7,8,ìÏêº,8,1,,0,1,74,8,1,14.8,8,1,4,8,1,,0,1,20.0,8,1
2026/5/13 8:00:00,19.2,8,1,0,1,8,1,,,1,1,0.2,0,8,1,1.8,8,ìÏìÏìå,8,1,,0,1,69,8,1,15.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 9:00:00,22.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,0.7,8,ìÏ,8,1,,0,1,52,8,1,14.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 10:00:00,23.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.3,8,ñkìå,8,1,,0,1,52,8,1,15.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 11:00:00,23.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.6,8,ñkìå,8,1,,0,1,55,8,1,15.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 12:00:00,24.4,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.8,8,ñkñkìå,8,1,,0,1,49,8,1,15.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 13:00:00,24.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.4,8,ñkìå,8,1,,0,1,50,8,1,15.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 14:00:00,24.5,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.6,8,ñkñkìå,8,1,,0,1,48,8,1,14.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 15:00:00,23.8,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.1,8,ñk,8,1,,0,1,49,8,1,14.5,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 16:00:00,23.0,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.6,8,ñkñkìå,8,1,,0,1,53,8,1,14.9,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 17:00:00,22.8,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.5,8,ñkñkìå,8,1,,0,1,54,8,1,15.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 18:00:00,21.2,8,1,0,1,8,1,,,1,1,1.0,0,8,1,2.9,8,ñkñkìå,8,1,,0,1,69,8,1,17.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 19:00:00,20.3,8,1,0,1,8,1,,,1,1,0.7,0,8,1,2.9,8,ñkñkìå,8,1,,0,1,77,8,1,18.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 20:00:00,19.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.7,8,ñkñkìå,8,1,,0,1,81,8,1,18.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 21:00:00,19.0,8,1,0,1,8,1,,,1,1,0,1,8,1,2.0,8,ñk,8,1,,0,1,82,8,1,18.0,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 22:00:00,17.5,8,1,0,1,8,1,,,1,1,0,1,8,1,1.6,8,ìå,8,1,,0,1,87,8,1,17.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/13 23:00:00,16.6,8,1,0,1,8,1,,,1,1,0,1,8,1,0.5,8,ìÏìå,8,1,,0,1,89,8,1,16.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 00:00:00,16.5,8,1,0,1,8,1,,,1,1,0,1,8,1,1.3,8,ìÏìÏìå,8,1,,0,1,87,8,1,16.3,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 1:00:00,15.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.4,8,ìÏìÏìå,8,1,,0,1,90,8,1,15.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 2:00:00,15.7,8,1,0,1,8,1,,,1,1,0,1,8,1,1.3,8,ìå,8,1,,0,1,90,8,1,16.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 3:00:00,14.7,8,1,0,1,8,1,,,1,1,0,1,8,1,1.5,8,ìå,8,1,,0,1,91,8,1,15.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 4:00:00,14.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.2,8,ìÏìå,8,1,,0,1,91,8,1,14.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 5:00:00,14.6,8,1,0,1,8,1,,,1,1,0,1,8,1,1.0,8,ìåìÏìå,8,1,,0,1,91,8,1,15.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 6:00:00,14.3,8,1,0,1,8,1,,,1,1,0.1,0,8,1,0.7,8,ìÏìå,8,1,,0,1,93,8,1,15.2,8,1,4,8,1,,0,1,17.5,8,1
2026/5/14 7:00:00,16.1,8,1,0,1,8,1,,,1,1,0.0,0,8,1,0.5,8,ñkìå,8,1,,0,1,89,8,1,16.3,8,1,4,8,1,,0,1,20.0,8,1
2026/5/14 8:00:00,18.4,8,1,0,1,8,1,,,1,1,0.2,0,8,1,1.0,8,ìåñkìå,8,1,,0,1,81,8,1,17.1,8,1,4,8,1,,0,1,20.0,8,1
2026/5/14 9:00:00,20.5,8,1,0,1,8,1,,,1,1,1.0,0,8,1,1.4,8,ñkìå,8,1,,0,1,71,8,1,17.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 10:00:00,21.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.1,8,ñkñkìå,8,1,,0,1,68,8,1,17.2,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 11:00:00,21.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.9,8,ñkñkìå,8,1,,0,1,73,8,1,18.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 12:00:00,21.6,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.4,8,ñkñkìå,8,1,,0,1,65,8,1,16.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 13:00:00,21.2,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.4,8,ñkñkìå,8,1,,0,1,69,8,1,17.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 14:00:00,21.0,8,1,0,1,8,1,,,1,1,0.9,0,8,1,5.7,8,ñkñkìå,8,1,,0,1,70,8,1,17.4,8,1,4,8,1,,0,1,20.0,8,1
2026/5/14 15:00:00,20.9,8,1,0,1,8,1,,,1,1,0.1,0,4,1,5.2,5,ñkñkìå,5,1,,0,1,69,8,1,17.1,8,1,4,8,1,,0,1,20.0,8,1
2026/5/14 16:00:00,19.7,8,1,0,1,8,1,,,1,1,1.0,0,8,1,6.4,8,ñkìå,8,1,,0,1,69,8,1,15.8,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 17:00:00,19.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.9,8,ñkñkìå,8,1,,0,1,72,8,1,16.1,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 18:00:00,18.5,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.6,8,ñkñkìå,8,1,,0,1,77,8,1,16.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 19:00:00,17.5,8,1,0,1,8,1,,,1,1,0.5,0,8,1,5.0,8,ñkìå,8,1,,0,1,78,8,1,15.6,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 20:00:00,17.2,8,1,0,1,8,1,,,1,1,0,1,8,1,5.8,8,ñkìå,8,1,,0,1,80,8,1,15.7,8,1,4,8,1,,0,1,20.0,8,1
2026/5/14 21:00:00,16.8,8,1,0,1,8,1,,,1,1,0,1,8,1,5.5,8,ñkìå,8,1,,0,1,85,8,1,16.3,8,1,4,8,1,,0,1,18.7,8,1
2026/5/14 22:00:00,16.3,8,1,0,1,8,1,,,1,1,0,1,8,1,2.9,8,ìåñkìå,8,1,,0,1,83,8,1,15.4,8,1,2,8,1,,0,1,20.0,8,1
2026/5/14 23:00:00,15.8,8,1,0,1,8,1,,,1,1,0,1,8,1,2.2,8,ìåñkìå,8,1,,0,1,86,8,1,15.4,8,1,2,8,1,,0,1,17.1,8,1
2026/5/15 00:00:00,14.6,8,1,0,1,8,1,,,1,1,0,1,8,1,1.0,8,ìÏìÏìå,8,1,,0,1,89,8,1,14.8,8,1,2,8,1,,0,1,12.2,8,1
2026/5/15 1:00:00,13.7,8,1,0,1,8,1,,,1,1,0,1,8,1,1.8,8,ìÏìå,8,1,,0,1,93,8,1,14.6,8,1,,0,1,,0,1,10.5,8,1
2026/5/15 2:00:00,13.3,8,1,0,1,8,1,,,1,1,0,1,8,1,1.1,8,ìÏìÏìå,8,1,,0,1,93,8,1,14.2,8,1,,0,1,,0,1,12.6,8,1
2026/5/15 3:00:00,12.7,8,1,0,1,8,1,,,1,1,0,1,8,1,0.8,8,ìÏìå,8,1,,0,1,94,8,1,13.8,8,1,,0,1,,0,1,9.06,8,1
2026/5/15 4:00:00,12.2,8,1,0,1,8,1,,,1,1,0,1,8,1,0.8,8,ìÏ,8,1,,0,1,94,8,1,13.4,8,1,,0,1,,0,1,11.6,8,1
2026/5/15 5:00:00,11.7,8,1,0,1,8,1,,,1,1,0,1,8,1,1.4,8,ìÏìå,8,1,,0,1,93,8,1,12.8,8,1,,0,1,,0,1,11.1,8,1
2026/5/15 6:00:00,11.9,8,1,0,1,8,1,,,1,1,0.5,0,8,1,1.4,8,ìÏìå,8,1,,0,1,93,8,1,13.0,8,1,,0,1,,0,1,14.6,8,1
2026/5/15 7:00:00,13.9,8,1,0,1,8,1,,,1,1,0.6,0,8,1,0.9,8,ìÏìÏìå,8,1,,0,1,88,8,1,14.0,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 8:00:00,15.9,8,1,0,1,8,1,,,1,1,0.4,0,8,1,0.8,8,ìÏìÏìå,8,1,,0,1,79,8,1,14.3,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 9:00:00,19.5,8,1,0,1,8,1,,,1,1,1.0,0,8,1,3.3,8,ìåñkìå,8,1,,0,1,66,8,1,15.0,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 10:00:00,19.9,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.2,8,ñkìå,8,1,,0,1,63,8,1,14.6,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 11:00:00,20.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,4.9,8,ñkìå,8,1,,0,1,64,8,1,15.2,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 12:00:00,20.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,5.5,8,ñkñkìå,8,1,,0,1,61,8,1,14.5,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 13:00:00,20.3,8,1,0,1,8,1,,,1,1,1.0,0,8,1,6.2,8,ñkñkìå,8,1,,0,1,64,8,1,15.2,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 14:00:00,19.9,8,1,0,1,8,1,,,1,1,1.0,0,8,1,6.8,8,ñkñkìå,8,1,,0,1,66,8,1,15.3,8,1,,0,1,,0,1,20.0,8,1
2026/5/15 15:00:00,20.7,8,1,0,1,8,1,,,1,1,1.0,0,8,1,6.7,8,ñkñkìå,8,1,,0,1,66,8,1,16.1,8,1,,0,1,,0,1,20.0,8,1
